Sound	*Index	Redirect	Channel	FileName	IsLocal	IsMusic	IsAmbientScene	IsAmbientEvent	IsUI	Volume Min	Volume Max	Pitch Min	Pitch Max	Group Size	Group Weight	Loop	Fade In	Fade Out	Defer Inst	Stop Inst	Duration	Compound	Falloff	LFEMix	3dSpread	Priority	Stream	Is2D	Tracking	Solo	Music Vol	Block 1	Block 2	Block 3	HDOptOut	Delay	4731
amazon_valkyrie_attack_1	2267	amazon_valkyrie_attack_hd1	sfx/player-skills_sd	skill\amazon\valkyrieattack1.flac	0	0	0	0	0	255	255	100	100	4	0	0	0	1	0	0	0	4	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
amazon_valkyrie_attack_2	2268		sfx/player-skills_sd	skill\amazon\valkyrieattack2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	1	0	0	0	4	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
amazon_valkyrie_attack_3	2269		sfx/player-skills_sd	skill\amazon\valkyrieattack3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	1	0	0	0	4	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
amazon_valkyrie_attack_4	2270		sfx/player-skills_sd	skill\amazon\valkyrieattack4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	1	0	0	0	4	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
amazon_valkyrie_hit_1	2271	amazon_valkyrie_hit_hd1	sfx/player-skills_sd	skill\amazon\valkyriehit1.flac	0	0	0	0	0	255	255	100	100	4	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
amazon_valkyrie_hit_2	2272		sfx/player-skills_sd	skill\amazon\valkyriehit2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
amazon_valkyrie_hit_3	2273		sfx/player-skills_sd	skill\amazon\valkyriehit3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
amazon_valkyrie_hit_4	2274		sfx/player-skills_sd	skill\amazon\valkyriehit4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	0	90	100	0	0	1	0	0	-1	-1	-1	0	0	
amazon_valkyrie_cast	2275	amazon_valkyrie_cast_hd	sfx/player-skills_sd	skill\amazon\valkyriecast.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
amazon_valkyrie_death	2276	amazon_valkyrie_death_hd_1	sfx/player-skills_sd	skill\amazon\valkyriedeath1.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_bladefury_hit	2277	assassin_bladefury_hit_hd	sfx/player-skills_sd	skill\assassin\bladefuryhit.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	-1	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_bladefury_throw_1	2278	assassin_bladefury_throw_hd_3	sfx/player-skills_sd	skill\assassin\bladefury1.flac	0	0	0	0	0	255	255	100	100	3	0	0	0	0	0	0	0	3	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_bladefury_throw_2	2279		sfx/player-skills_sd	skill\assassin\bladefury2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	3	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_bladefury_throw_3	2280		sfx/player-skills_sd	skill\assassin\bladefury3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	3	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_bladeshield	2281	assassin_bladeshield_hd	sfx/player-skills_sd	skill\assassin\bladeshield.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_cobra_1	2282	assassin_chargeup_cobra_1_hd	sfx/player-skills_sd	skill\assassin\cobra1.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_cobra_2	2283	assassin_chargeup_cobra_2_hd	sfx/player-skills_sd	skill\assassin\cobra2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_cobra_3	2284	assassin_chargeup_cobra_3_hd	sfx/player-skills_sd	skill\assassin\cobra3.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_fire_1	2285		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_fire_2	2286		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_fire_3	2287		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_ice_1	2288		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_ice_2	2289		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_ice_3	2290		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_phoenix_1	2291		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	3	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_phoenix_2	2292		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_phoenix_3	2293		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_thunder_1	2294		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_thunder_2	2295		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_thunder_3	2296		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_tiger_1	2297	assassin_chargeup_tiger_1_hd	sfx/player-skills_sd	skill\assassin\tigera.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	15	90	255	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_tiger_2	2298	assassin_chargeup_tiger_2_hd	sfx/player-skills_sd	skill\assassin\tigerb.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	15	90	255	0	0	1	0	0	-1	-1	-1	0	0	
assassin_chargeup_tiger_3	2299	assassin_chargeup_tiger_3_hd	sfx/player-skills_sd	skill\assassin\tigerc.flac	0	0	0	0	0	180	180	100	100	0	0	0	0	0	0	0	0	0	1	15	90	255	0	0	1	0	0	-1	-1	-1	0	0	
assassin_cloakofdarkness	2300	assassin_cloakofdarkness_hd	sfx/player-skills_sd	skill\assassin\cloak.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_fade	2301	assassin_fade_hd	sfx/player-skills_sd	skill\assassin\fade.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_kick_1	2302	assassin_kick_hd_1	sfx/player-skills_sd	skill\assassin\kick1.flac	0	0	0	0	0	255	255	100	100	5	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_kick_2	2303		sfx/player-skills_sd	skill\assassin\kick2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_kick_3	2304		sfx/player-skills_sd	skill\assassin\kick3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_kick_4	2305		sfx/player-skills_sd	skill\assassin\kick4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_kick_5	2306		sfx/player-skills_sd	skill\assassin\kick5.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_psychichammer	2307	assassin_psychichammer_hd	sfx/player-skills_sd	skill\assassin\hammer.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_death_1	2308	assassin_shadow_death_hd_3	sfx/player-skills_sd	skill\assassin\shadowdeath1.flac	0	0	0	0	0	255	255	100	100	3	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_death_2	2309		sfx/player-skills_sd	skill\assassin\shadowdeath2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_death_3	2310		sfx/player-skills_sd	skill\assassin\shadowdeath3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_death_4	2311		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_hit_1	2312	assassin_shadow_hit_hd_5	sfx/monster_sd	skill\assassin\shadowhit1.flac	0	0	0	0	0	255	255	100	100	5	0	0	0	0	1	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_hit_2	2313		sfx/monster_sd	skill\assassin\shadowhit2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_hit_3	2314		sfx/monster_sd	skill\assassin\shadowhit3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_hit_4	2315		sfx/monster_sd	skill\assassin\shadowhit4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_hit_5	2316		sfx/monster_sd	skill\assassin\shadowhit5.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	1	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_kick_1	2317	assassin_shadow_kick_hd_5	sfx/player-skills_sd	skill\assassin\shadowkick1.flac	0	0	0	0	0	255	255	100	100	5	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_kick_2	2318		sfx/player-skills_sd	skill\assassin\shadowkick2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_kick_3	2319		sfx/player-skills_sd	skill\assassin\shadowkick3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_kick_4	2320		sfx/player-skills_sd	skill\assassin\shadowkick4.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_shadow_kick_5	2321		sfx/player-skills_sd	skill\assassin\shadowkick5.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_quickness	2322	assassin_quickness_hd	sfx/player-skills_sd	skill\assassin\quickness.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_staticfield	2323	assassin_staticfield_hd	sfx/player-skills_sd	skill\assassin\staticfield.flac	0	0	0	0	0	60	60	100	100	0	0	1	1	3	1	0	0	-1	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_summon	2324	assassin_summon_hd	sfx/player-skills_sd	skill\assassin\summon.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
assassin_venom	2325	assassin_venom_hd	sfx/player-skills_sd	skill\necromancer\poisoncast.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_arcticblast	2326	druid_arcticblast_hd	sfx/player-skills_sd	skill\druid\arcticblast.flac	0	0	0	0	0	255	255	100	100	0	0	1	0	6	0	0	0	-1	1	15	90	100	0	0	1	0	0	23433	-1	-1	0	0	
druid_bouldereremerge	2327	druid_bouldereremerge_hd	sfx/player-skills_sd	skill\druid\emerge1.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_boulderexplode_1	2328	druid_boulderexplode_hd1	sfx/player-skills_sd	skill\druid\explode1.flac	0	0	0	0	0	255	255	100	100	3	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_boulderexplode_2	2329		sfx/player-skills_sd	skill\druid\explode2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_boulderexplode_3	2330		sfx/player-skills_sd	skill\druid\explode3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_boulderloop	2331	druid_boulderloop_hd	sfx/player-skills_sd	skill\druid\boulderloop2.flac	0	0	0	0	0	255	255	100	100	0	0	1	0	3	1	0	0	-1	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_cyclonearmor	2332	druid_cyclonearmor_hd	sfx/player-skills_sd	skill\druid\cyclonearmor.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_firecast_a	2333	druid_firecast_a_hd	sfx/player-skills_sd	skill\druid\firecasta.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_firecast_b	2334	druid_firecast_b_hd	sfx/player-skills_sd	skill\druid\firecastb.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_hurricane	2335	druid_hurricane_hd	sfx/player-skills_sd	skill\druid\hurricane.flac	0	0	0	0	0	150	150	100	100	0	0	1	3	15	0	0	0	-1	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_meteor_1	2336		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_meteor_2	2337		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_meteor_3	2338		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_meteor_4	2339		sfx/player-skills_sd	none.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_meteor_explode_1	2340	druid_meteor_explode_hd6	sfx/player-skills_sd	skill\sorceress\largefireimpact1.flac	0	0	0	0	0	255	255	100	100	6	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_meteor_explode_2	2341		sfx/player-skills_sd	skill\sorceress\largefireimpact2.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_meteor_explode_3	2342		sfx/player-skills_sd	skill\sorceress\largefireimpact3.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_meteor_explode_4	2343		sfx/player-skills_sd	combat\explosion\explosionlarge2.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_meteor_explode_5	2344		sfx/player-skills_sd	combat\explosion\explosionlarge4.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_meteor_explode_6	2345		sfx/player-skills_sd	combat\explosion\explosionlarge5.flac	0	0	0	0	0	200	200	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_morph	2346	druid_morph_hd	sfx/player-skills_sd	skill\druid\morph.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_shockwave	2347	druid_shockwave_hd	sfx/player-skills_sd	skill\druid\shockwave.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_summon	2348	druid_summon_hd	sfx/player-skills_sd	skill\druid\summon.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_tornado	2349	druid_tornado_hd	sfx/player-skills_sd	skill\druid\tornado.flac	0	0	0	0	0	120	120	100	100	0	0	1	8	9	0	0	0	-1	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_twister	2350	druid_twister_hd	sfx/player-skills_sd	monster\countess\mistloop.flac	0	0	0	0	0	120	120	100	100	0	0	1	8	9	0	0	0	-1	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
druid_volcano	2351	druid_volcano_hd	sfx/player-skills_sd	skill\druid\volcano.flac	0	0	0	0	0	255	255	100	100	0	0	1	0	6	0	0	0	4	1	15	90	100	0	0	1	0	0	20327	-1	-1	0	0	
druid_windcast	2352	druid_windcast_hd	sfx/player-skills_sd	skill\druid\windcast.flac	0	0	0	0	0	255	255	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_blessedaim	2353	paladin_aura_blessedaim_hd	sfx/player-skills_sd	skill\paladin\blessedaim.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_cleansing	2354	paladin_aura_cleansing_hd	sfx/player-skills_sd	skill\paladin\cleansing.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_concentration	2355	paladin_aura_concentration_hd	sfx/player-skills_sd	skill\paladin\concentration.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_defiance	2356	paladin_aura_defiance_hd	sfx/player-skills_sd	skill\paladin\defiance.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_fanatacism	2357	paladin_aura_fanatacism_hd	sfx/player-skills_sd	skill\paladin\fanaticism.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_holyfire	2358	paladin_aura_holyfire_hd	sfx/player-skills_sd	skill\paladin\holyfire.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_holylight	2359	paladin_aura_holylight_hd	sfx/player-skills_sd	skill\paladin\holylight.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_holywind	2360	paladin_aura_holywind_hd	sfx/player-skills_sd	skill\paladin\holywind.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_meditation	2361	paladin_aura_meditation_hd	sfx/player-skills_sd	skill\paladin\meditation.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_might	2362	paladin_aura_might_hd	sfx/player-skills_sd	skill\paladin\might.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_prayer	2363	paladin_aura_prayer_hd	sfx/player-skills_sd	skill\paladin\prayer.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_purification	2364	paladin_aura_purification_hd	sfx/player-skills_sd	skill\paladin\purification.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_redemption	2365	paladin_aura_redemption_hd	sfx/player-skills_sd	skill\paladin\redemption.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_resistcold	2366	paladin_aura_resistcold_hd	sfx/player-skills_sd	skill\paladin\resistcold.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_resistfire	2367	paladin_aura_resistfire_hd	sfx/player-skills_sd	skill\paladin\resistfire.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_resistlightning	2368	paladin_aura_resistlightning_hd	sfx/player-skills_sd	skill\paladin\resistlightning.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_salvation	2369	paladin_aura_salvation_hd	sfx/player-skills_sd	skill\paladin\salvation.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_sanctuary	2370	paladin_aura_sanctuary_hd	sfx/player-skills_sd	skill\paladin\sanctuary.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_stamina	2371	paladin_aura_stamina_hd	sfx/player-skills_sd	skill\paladin\stamina.flac	0	0	0	0	0	224	224	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_aura_thorns	2372	paladin_aura_thorns_hd	sfx/player-skills_sd	skill\paladin\thorns.flac	0	0	0	0	0	168	168	100	100	0	0	0	0	0	1	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_blessedhammer_1	2373	paladin_blessedhammer_hd_3	sfx/player-skills_sd	skill\paladin\hammerlaunch1.flac	0	0	0	0	0	224	224	100	100	3	0	1	0	6	0	0	0	4	1	15	90	100	0	0	1	0	0	20655	-1	-1	0	0	
paladin_blessedhammer_2	2374		sfx/player-skills_sd	skill\paladin\hammerlaunch2.flac	0	0	0	0	0	224	224	100	100	0	0	1	0	6	0	0	0	4	1	15	90	100	0	0	1	0	0	20655	-1	-1	0	0	
paladin_blessedhammer_3	2375		sfx/player-skills_sd	skill\paladin\hammerlaunch3.flac	0	0	0	0	0	224	224	100	100	0	0	1	0	6	0	0	0	4	1	15	90	100	0	0	1	0	0	20655	-1	-1	0	0	
paladin_charge	2376	paladin_charge_hd	sfx/player-skills_sd	skill\paladin\charge.flac	0	0	0	0	0	224	224	100	100	0	0	0	0	0	0	1	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_conversion	2377	paladin_conversion_hd	sfx/player-skills_sd	skill\paladin\conversion.flac	0	0	0	0	0	224	224	100	100	0	0	0	0	0	0	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_handofgod_cast	2378	paladin_handofgod_cast_hd	sfx/player-skills_sd	skill\paladin\handofgod.flac	0	0	0	0	0	180	180	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_handofgod_bolt	2379	paladin_handofgod_bolt_hd	sfx/player-skills_sd	skill\paladin\handofgodbolt.flac	0	0	0	0	0	224	224	100	100	0	0	0	0	0	0	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_holybolt_cast	2380	paladin_holybolt_cast_hd	sfx/player-skills_sd	skill\paladin\bolthammercast.flac	0	0	0	0	0	224	224	100	100	0	0	0	0	0	0	0	0	0	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
paladin_holybolt_1	2381	paladin_holybolt_hd_1	sfx/player-skills_sd	skill\paladin\holybolt1.flac	0	0	0	0	0	224	224	100	100	3	0	1	0	6	0	0	0	4	1	15	90	100	0	0	1	0	0	26537	-1	-1	0	0	
paladin_holybolt_2	2382		sfx/player-skills_sd	skill\paladin\holybolt2.flac	0	0	0	0	0	224	224	100	100	0	0	1	0	6	0	0	0	4	1	15	90	100	0	0	1	0	0	27948	-1	-1	0	0	
paladin_holybolt_3	2383		sfx/player-skills_sd	skill\paladin\holybolt3.flac	0	0	0	0	0	224	224	100	100	0	0	1	0	6	0	0	0	4	1	15	90	100	0	0	1	0	0	25046	-1	-1	0	0	
paladin_holybolt_impact_1	2384	paladin_holybolt_impact_hd_6	sfx/player-skills_sd	skill\paladin\vengeanceimpact1.flac	0	0	0	0	0	224	224	100	100	3	0	0	0	0	0	0	0	4	1	15	90	100	0	0	1	0	0	-1	-1	-1	0	0	
